title,offering,price,bedrooms,bathrooms,latitude,longitude,floor_size,property_type,url
3 bedroom house for sale,buy,3990000,3,3,-33.7854478,18.7140639,S.O.A.,Houses,https://www.residentialpeople.com/za/property/hxouhb/
3 bedroom house for sale,buy,2750000,3,2,-34.0628982,18.4396774,S.O.A.,Houses,https://www.residentialpeople.com/za/property/jqblyo-sectional-title/
4 bedroom house for sale,buy,3450000,4,2,-34.0177254,18.386331,S.O.A.,Houses,https://www.residentialpeople.com/za/property/njn63w-freehold/
4 bedroom house for sale,buy,3950000,4,3,-34.0645732,18.4426466,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ypcf8w-freehold/
3 bedroom house for sale,buy,2750000,3,2,-34.0628982,18.4396774,S.O.A.,Houses,https://www.residentialpeople.com/za/property/zhends-sectional-title/
4 bedroom flat/apartment for sale,buy,25000000,4,4,-34.0239985,18.7326247,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/lhrp4q/
2 bedroom flat/apartment for sale,buy,2195000,2,2,-34.0628982,18.4396774,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/arjhnc/
1 bedroom flat/apartment for sale,buy,895000,1,1,-34.009628,18.744152,45.0,Flats/Apartments,https://www.residentialpeople.com/za/property/uy4ibzxl-1-r310-aan-de-wijnlanden-stellenbosch/
3 bedroom house for sale,buy,840000,3,1,-34.0203773,18.7385643,S.O.A.,Houses,https://www.residentialpeople.com/za/property/y6fcge/
5 bedroom house for sale,buy,18500000,5,4,-34.012535,18.379196,659.0,Houses,https://www.residentialpeople.com/za/property/em6fjaar-tarragona-hout-bay/
3 bedroom flat/apartment for sale,buy,1850000,3,2,-34.072736,18.456951,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/nr5w7q7x-kirstenhof-cape-town/
3 bedroom house for sale,buy,1899000,3,2,-34.0158441,18.7394432,S.O.A.,Houses,https://www.residentialpeople.com/za/property/dyza4g/
3 bedroom house for sale,buy,399000,3,1,-34.0590341,18.6902936,S.O.A.,Houses,https://www.residentialpeople.com/za/property/dyl52y/
2 bedroom duplex for sale,buy,749900,2,1,-34.0203773,18.7385643,60.0,Duplex,https://www.residentialpeople.com/za/property/oechep/
2 bedroom house for sale,buy,1640000,2,1,-34.0172273,18.7407378,S.O.A.,Houses,https://www.residentialpeople.com/za/property/zw76ah/
2 bedroom house for sale,buy,2995000,2,1,-34.0173976,18.3780814,S.O.A.,Houses,https://www.residentialpeople.com/za/property/hyx7mb/
5 bedroom house for sale,buy,7495000,5,4,-34.01884,18.382293,510.0,Houses,https://www.residentialpeople.com/za/property/oaw2ndoc-bokkemanskloof-hout-bay/
6 bedroom house for sale,buy,4995000,6,4,-34.0189539,18.3827282,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ftafwu-freehold/
3 bedroom house for sale,buy,440000,3,1,-34.0614997,18.6909921,112.0,Houses,https://www.residentialpeople.com/za/property/kav7nx-3-andile-nose-street-kuyasa-khayelitsha/
4 bedroom house for sale,buy,3950000,4,2,-34.0186265,18.3785789,S.O.A.,Houses,https://www.residentialpeople.com/za/property/y6d68l/
5 bedroom house for sale,buy,6900000,5,4,-34.0169092,18.7402176,5366131.0,Houses,https://www.residentialpeople.com/za/property/wqb4gu-64-simonsway/
6 bedroom house for sale,buy,4995000,6,4,-34.0189539,18.3827282,S.O.A.,Houses,https://www.residentialpeople.com/za/property/quy6hm-freehold/
3 bedroom house for sale,buy,1900000,3,2,-34.0190145,18.7413754,S.O.A.,Houses,https://www.residentialpeople.com/za/property/nh9xyw/
3 bedroom house for sale,buy,6695000,3,2,-34.013318,18.375164,290.0,Houses,https://www.residentialpeople.com/za/property/8kb2k14s-kenrock-country-estate-hout-bay/
3 bedroom townhouse for sale,buy,1850000,3,2,-34.073161,18.455848,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/0pdjdjrw-17-bloomdale-hayworth-road-kirstenhof-cape-town/
2 bedroom flat/apartment for sale,buy,690000,2,1,-34.0898847,18.495859,43.0,Flats/Apartments,https://www.residentialpeople.com/za/property/hzxsaa/
5 bedroom house for sale,buy,5500000,5,4,-34.064962,18.437693,S.O.A.,Houses,https://www.residentialpeople.com/za/property/yc37yb/
2 bedroom house for sale,buy,1295000,2,1,-34.0898847,18.495859,68.0,Houses,https://www.residentialpeople.com/za/property/kyrw4o/
4 bedroom house for sale,buy,4395000,4,2,-34.064684,18.433722,S.O.A.,Houses,https://www.residentialpeople.com/za/property/spvyrz-freehold/
2 bedroom flat/apartment for sale,buy,699000,2,1,-34.0197448,18.7418423,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/x7l7vd/
3 bedroom townhouse for sale,buy,1550000,3,2,-34.0750703,18.4555088,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/vw6gxv-sectional-title/
4 bedroom house for sale,buy,6395000,4,4,-34.012888,18.373244,1807.0,Houses,https://www.residentialpeople.com/za/property/ijtq7lcv-kenrock-country-estate-hout-bay/
3 bedroom house for sale,buy,7750000,3,2,-34.02115,18.381092,S.O.A.,Houses,https://www.residentialpeople.com/za/property/mlepep-freehold/
3 bedroom townhouse for sale,buy,1550000,3,2,-34.0750703,18.4555088,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/hpvl9n/
3 bedroom flat/apartment for sale,buy,1700000,3,1,-34.0863716,18.4866809,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/mc8t2o/
4 bedroom house for sale,buy,5999000,4,3,-34.0158151,18.3733662,295.0,Houses,https://www.residentialpeople.com/za/property/spw2vw/
4 bedroom house for sale,buy,4395000,4,2,-34.064684,18.433722,S.O.A.,Houses,https://www.residentialpeople.com/za/property/vjbmup/
4 bedroom house for sale,buy,5995000,4,4,-34.013265,18.371022,1240.0,Houses,https://www.residentialpeople.com/za/property/if42s2zu-14-eagle-avenue-kenrock-country-estate-hout-bay/
2 bedroom flat/apartment for sale,buy,1595000,2,1,-34.077292,18.455953,63.0,Flats/Apartments,https://www.residentialpeople.com/za/property/cbr2tipl-42-sea-breeze-road-kirstenhof-cape-town/
3 bedroom house for sale,buy,16500000,3,3,-34.066697,18.424885,1125.0,Houses,https://www.residentialpeople.com/za/property/t0qdkpb9-steenberg-golf-estate-cape-town/
4 bedroom house for sale,buy,7995000,4,2,-34.012921,18.370357,319.0,Houses,https://www.residentialpeople.com/za/property/yo2cwsjo-kenrock-country-estate-hout-bay/
3 bedroom house for sale,buy,2850000,3,2,-33.982906,18.768299,174.0,Houses,https://www.residentialpeople.com/za/property/k684vb3b-lyndoch-stellenbosch/
5 bedroom house for sale,buy,10250000,5,4,-34.0142387,18.3724725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/sdar3d-freehold/
2 bedroom house for sale,buy,9850000,2,3,-34.06462,18.42165,S.O.A.,Houses,https://www.residentialpeople.com/za/property/vtz2bj-zwaanswyk-za-cape-town/
3 bedroom house for sale,buy,2940000,3,3,-34.0902376,18.4792591,640.0,Houses,https://www.residentialpeople.com/za/property/chcjay-12-spearhead-quay-street-marina-da-gama-cape-town/
3 bedroom house for sale,buy,1850000,3,2,-34.088194,18.472117,S.O.A.,Houses,https://www.residentialpeople.com/za/property/1f4vwpv4-105-shearwater-drive-marina-da-gama-cape-town/
3 bedroom house for sale,buy,25000000,3,3,-34.0635677,18.4305176,S.O.A.,Houses,https://www.residentialpeople.com/za/property/mtd5eb-freehold/
4 bedroom house for sale,buy,11350000,4,2,-34.0142387,18.3724725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ryakot-freehold/
3 bedroom flat/apartment for sale,buy,1195000,3,2,-34.089885,18.495859,88.0,Flats/Apartments,https://www.residentialpeople.com/za/property/xwvfvjln-32-st-georges-muizenberg-cape-town/
4 bedroom house for sale,buy,5495000,4,3,-34.0174912,18.3681866,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xlb3nj-freehold/
3 bedroom house for sale,buy,2695000,3,2,-34.0777579,18.4479349,S.O.A.,Houses,https://www.residentialpeople.com/za/property/u454vw/
5 bedroom house for sale,buy,11950000,5,5,-34.0208867,18.3729158,S.O.A.,Houses,https://www.residentialpeople.com/za/property/n5o6vj-sectional-title/
3 bedroom house for sale,buy,2199000,3,2,-34.089385,18.479212,S.O.A.,Houses,https://www.residentialpeople.com/za/property/qge9lj/
4 bedroom house for sale,buy,3395000,4,2,-34.077037,18.449651,722.0,Houses,https://www.residentialpeople.com/za/property/hbg4xx8e-13-blauwklippen-road-kirstenhof-cape-town/
4 bedroom house for sale,buy,15950000,4,5,-33.955757,18.7828656,S.O.A.,Houses,https://www.residentialpeople.com/za/property/lb5mdr-freehold/
3 bedroom house for sale,buy,3750000,3,2,-34.0207914,18.3738703,265.0,Houses,https://www.residentialpeople.com/za/property/fr6nwq/
3 bedroom house for sale,buy,2540000,3,2,-34.08707,18.476458,S.O.A.,Houses,https://www.residentialpeople.com/za/property/rbdtuc/
3 bedroom house for sale,buy,8500000,3,4,-33.955757,18.7828656,S.O.A.,Houses,https://www.residentialpeople.com/za/property/mxrd4b/
4 bedroom house for sale,buy,16000000,4,3,-33.7471897,18.4483763,1250.0,Houses,https://www.residentialpeople.com/za/property/qzhp5dcg/
4 bedroom house for sale,buy,5800000,4,3,-34.0215351,18.3757075,220.0,Houses,https://www.residentialpeople.com/za/property/ahgrrz/
3 bedroom house for sale,buy,14500000,3,3,-34.065038,18.425939,S.O.A.,Houses,https://www.residentialpeople.com/za/property/qgl44r-freehold/
3 bedroom townhouse for sale,buy,2295000,3,2,-34.0808691,18.4545359,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/wwdzht/
3 bedroom townhouse for sale,buy,2350000,3,1,-34.0913169,18.476796,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/cq6exp/
2 bedroom flat/apartment for sale,buy,1195000,2,1,-34.0803228,18.4499992,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/xnql6q-capricorn-za-cape-town/
3 bedroom house for sale,buy,15900000,3,3,-34.06351,18.427253,S.O.A.,Houses,https://www.residentialpeople.com/za/property/nfdunm-freehold/
5 bedroom house for sale,buy,8650000,5,3,-34.0766622,18.4424414,439.0,Houses,https://www.residentialpeople.com/za/property/aler8n/
4 bedroom house for sale,buy,6995000,4,4,-34.0253414,18.3741977,1412.0,Houses,https://www.residentialpeople.com/za/property/m8lqju-4-van-breda-road-constantia-cape-town/
5 bedroom house for sale,buy,8900000,5,2,-34.013709,18.363672,498.0,Houses,https://www.residentialpeople.com/za/property/ygjifvxk-52-violette-street-avignon-hout-bay/
3 bedroom house for sale,buy,1100000,3,1,-34.0766622,18.4424414,170.0,Houses,https://www.residentialpeople.com/za/property/hynqst/
4 bedroom house for sale,buy,5750000,4,2,-34.021153,18.370822,1385.0,Houses,https://www.residentialpeople.com/za/property/9v6ohlid-oakhurst-estate-hout-bay/
8 bedroom house for sale,buy,19500000,8,9,-34.0175119,18.3676894,S.O.A.,Houses,https://www.residentialpeople.com/za/property/dso2do-freehold/
8 bedroom house for sale,buy,19500000,8,9,-34.0175119,18.3676894,S.O.A.,Houses,https://www.residentialpeople.com/za/property/gqbf6r-freehold/
2 bedroom flat/apartment for sale,buy,1580275,2,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/aykw5f-life-rights/
3 bedroom flat/apartment for sale,buy,9500000,3,3,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/bhlktf-sectional-title/
2 bedroom flat/apartment for sale,buy,3450000,2,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/bwwcqt/
2 bedroom flat/apartment for sale,buy,6250000,2,2,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/n38vfr/
2 bedroom flat/apartment for sale,buy,2590000,2,2,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/nylrul/
2 bedroom house for sale,buy,350000,2,1,-33.9980908,18.7393068,S.O.A.,Houses,https://www.residentialpeople.com/za/property/vdj2py/
2 bedroom flat/apartment for sale,buy,2150000,2,2,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/p3xanm-sectional-title/
3 bedroom house for sale,buy,1299000,3,2,-33.9980908,18.7393068,120.0,Houses,https://www.residentialpeople.com/za/property/emkjsf/
5 bedroom house for sale,buy,1400000,5,2,-33.8265268,18.7404141,991.0,Houses,https://www.residentialpeople.com/za/property/118bk8qc-kraaifontein-eikendal/
3 bedroom house for sale,buy,548999,3,1,-34.0731057,18.4914073,98.0,Houses,https://www.residentialpeople.com/za/property/bqg3gd/
3 bedroom house for sale,buy,16500000,3,3,-34.0481635,18.4298997,S.O.A.,Houses,https://www.residentialpeople.com/za/property/s4taha-freehold/
4 bedroom house for sale,buy,8750000,4,2,-34.04117,18.4327599,2080.0,Houses,https://www.residentialpeople.com/za/property/ypls7g-constantia-upper/
3 bedroom house for sale,buy,1465000,3,1,-34.056142,18.662091,410.0,Houses,https://www.residentialpeople.com/za/property/awg6se4u-1a-hobe-street-ilitha-park-ilitha-park-khayelitsha/
1 bedroom flat/apartment for sale,buy,580000,1,1,-34.0613123,18.4721169,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/ue2vyzk9/
1 bedroom flat/apartment for sale,buy,550000,1,1,-34.0613123,18.4721169,37.0,Flats/Apartments,https://www.residentialpeople.com/za/property/blquwwpu/
2 bedroom house for sale,buy,569000,2,1,-34.0064106,18.7229483,42.0,Houses,https://www.residentialpeople.com/za/property/qo4h7n/
4 bedroom house for sale,buy,21750,4,3,-34.0452,18.44718,S.O.A.,Houses,https://www.residentialpeople.com/za/property/d5b5fe-bergvliet/
12 bedroom house for sale,buy,7500000,12,10,-34.0749191,18.5553359,1091.0,Houses,https://www.residentialpeople.com/za/property/zfpuas/
6 bedroom house for sale,buy,3600000,6,4,-34.0749191,18.5553359,496.0,Houses,https://www.residentialpeople.com/za/property/thna6h/
7 bedroom smallholding/farm for sale,buy,5695000,7,4,-33.826861,18.7333671,S.O.A.,Smallholdings/Farms,https://www.residentialpeople.com/za/property/qk55km/
2 bedroom house for sale,buy,16000000,2,2,-33.9609992,18.3733967,S.O.A.,Houses,https://www.residentialpeople.com/za/property/r7m95j-freehold/
5 bedroom house for sale,buy,930000,5,1,-34.0093073,18.7178443,S.O.A.,Houses,https://www.residentialpeople.com/za/property/pfqelr/
6 bedroom house for sale,buy,3900000,6,5,-34.0749191,18.5553359,595.0,Houses,https://www.residentialpeople.com/za/property/g887km/
3 bedroom house for sale,buy,24900000,3,3,-33.9609992,18.3733967,S.O.A.,Houses,https://www.residentialpeople.com/za/property/epr9cg-freehold/
3 bedroom house for sale,buy,24900000,3,3,-33.9609992,18.3733967,S.O.A.,Houses,https://www.residentialpeople.com/za/property/wdv6nj-freehold/
2 bedroom house for sale,buy,16000000,2,2,-33.9609992,18.3733967,S.O.A.,Houses,https://www.residentialpeople.com/za/property/r8cb5j-freehold/
3 bedroom house for sale,buy,24900000,3,3,-33.9609992,18.3733967,S.O.A.,Houses,https://www.residentialpeople.com/za/property/twwyna-freehold/
4 bedroom smallholding/farm for sale,buy,3750000,4,4,-33.7482871,18.5406084,S.O.A.,Smallholdings/Farms,https://www.residentialpeople.com/za/property/wqbq7g/
3 bedroom house for sale,buy,3400000,3,2,-34.0469112,18.4474705,571.0,Houses,https://www.residentialpeople.com/za/property/yrjosd-bergvliet-za-cape-town/
4 bedroom duplex for sale,buy,729000,4,1,-33.9998,18.7271,96.0,Duplex,https://www.residentialpeople.com/za/property/qre3eu/
4 bedroom house for sale,buy,9950000,4,4,-34.0399139,18.436305,S.O.A.,Houses,https://www.residentialpeople.com/za/property/gtksnd-freehold/
2 bedroom house for sale,buy,549000,2,1,-34.0168392,18.7140639,S.O.A.,Houses,https://www.residentialpeople.com/za/property/m4k9es/
4 bedroom house for sale,buy,4950000,4,3,-34.0499498,18.4532896,S.O.A.,Houses,https://www.residentialpeople.com/za/property/h7xupu/
3 bedroom house for sale,buy,785000,3,2,-34.0168392,18.7140639,77.0,Houses,https://www.residentialpeople.com/za/property/jz3a6e/
3 bedroom penthouse for sale,buy,39995000,3,3,-34.0744565,18.5643476,S.O.A.,Penthouses,https://www.residentialpeople.com/za/property/kd87vv-sectional-title/
2 bedroom house for sale,buy,15995000,2,2,-33.9609992,18.3733967,S.O.A.,Houses,https://www.residentialpeople.com/za/property/op55od-freehold/
5 bedroom house for sale,buy,3995000,5,3,-34.04994,18.45491,249.0,Houses,https://www.residentialpeople.com/za/property/r5xa3o/
1 bedroom flat/apartment for sale,buy,7800000,1,1,-34.0744565,18.5643476,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/utm7ky-sectional-title/
5 bedroom house for sale,buy,13995000,5,3,-34.0258425,18.4197133,S.O.A.,Houses,https://www.residentialpeople.com/za/property/mdlbwa/
5 bedroom house for sale,buy,36000000,5,5,-34.0258425,18.4197133,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xh4kag/
3 bedroom house for sale,buy,24900000,3,3,-33.9609992,18.3733967,S.O.A.,Houses,https://www.residentialpeople.com/za/property/q22y3q-freehold/
4 bedroom smallholding/farm for sale,buy,3750000,4,4,-33.749317,18.545344,S.O.A.,Smallholdings/Farms,https://www.residentialpeople.com/za/property/nk5yqf/
4 bedroom house for sale,buy,6495000,4,2,-34.040184,18.440585,320.0,Houses,https://www.residentialpeople.com/za/property/ktgddygn-belle-constantia-cape-town/
3 bedroom house for sale,buy,1095000,3,2,-34.0048638,18.7214649,S.O.A.,Houses,https://www.residentialpeople.com/za/property/82yksamy/
4 bedroom house for sale,buy,7950000,4,3,-34.0411609,18.4421709,S.O.A.,Houses,https://www.residentialpeople.com/za/property/fzf2wx/
5.5 bedroom house for sale,buy,13480000,5.5,5,-34.05197,18.4557629,S.O.A.,Houses,https://www.residentialpeople.com/za/property/k4sq7b-freehold/
4 bedroom house for sale,buy,6790000,4,5,-34.0411609,18.4421709,S.O.A.,Houses,https://www.residentialpeople.com/za/property/hwsjpp-freehold/
4 bedroom house for sale,buy,7500000,4,1,-34.0496057,18.4513619,S.O.A.,Houses,https://www.residentialpeople.com/za/property/bngj7q/
4 bedroom house for sale,buy,10870000,4,4,-34.05197,18.4557629,S.O.A.,Houses,https://www.residentialpeople.com/za/property/zwpf9v-freehold/
4 bedroom house for sale,buy,7950000,4,3,-34.0411609,18.4421709,S.O.A.,Houses,https://www.residentialpeople.com/za/property/uo89je-freehold/
3 bedroom house for sale,buy,845000,3,2,-34.0103358,18.7200472,320.0,Houses,https://www.residentialpeople.com/za/property/hrfjaw-14-earl-court-silwood-heights-eersterivier/
4 bedroom house for sale,buy,4495000,4,3,-34.0499099,18.44889,942.0,Houses,https://www.residentialpeople.com/za/property/mnwp6l-bergvliet-za-cape-town/
4 bedroom house for sale,buy,3999000,4,6,-34.0122773,18.7182555,S.O.A.,Houses,https://www.residentialpeople.com/za/property/g8netf/
3 bedroom house for sale,buy,8450000,3,3,-34.0403,18.43474,2400.0,Houses,https://www.residentialpeople.com/za/property/xoo3cn-5-airlie-lane-constantia-cape-town/
5 bedroom house for sale,buy,3199000,5,3,-33.9929676,18.7357388,S.O.A.,Houses,https://www.residentialpeople.com/za/property/nv769w/
3 bedroom house for sale,buy,1285000,3,2,-34.012832,18.7175208,S.O.A.,Houses,https://www.residentialpeople.com/za/property/jhkp5u/
5 bedroom house for sale,buy,8950000,5,2,-34.040517,18.43442,S.O.A.,Houses,https://www.residentialpeople.com/za/property/vxwg9k/
4 bedroom house for sale,buy,5500000,4,2,-34.044792,18.4408027,S.O.A.,Houses,https://www.residentialpeople.com/za/property/e4eauo/
2 bedroom house for sale,buy,950000,2,1,-34.0613123,18.4721169,S.O.A.,Houses,https://www.residentialpeople.com/za/property/l8w5xw/
3 bedroom house for sale,buy,1450000,3,1,-33.8331108,18.7366371,100.0,Houses,https://www.residentialpeople.com/za/property/amkyeb/
2 bedroom flat/apartment for sale,buy,6950,2,2,-34.0613123,18.4721169,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/gchf7g/
3 bedroom house for sale,buy,1200000,3,2,-34.0168392,18.7140639,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xo98yu/
3 bedroom house for sale,buy,1199999,3,1,-34.0613123,18.4721169,S.O.A.,Houses,https://www.residentialpeople.com/za/property/qwz36t/
3 bedroom house for sale,buy,280000,3,1,-34.0514159,18.678947,S.O.A.,Houses,https://www.residentialpeople.com/za/property/jn86lp/
3 bedroom house for sale,buy,659000,3,1,-34.0731057,18.4914073,S.O.A.,Houses,https://www.residentialpeople.com/za/property/tn7tur/
3 bedroom townhouse for sale,buy,870000,3,1,-34.0613123,18.4721169,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/xdrlekva/
3 bedroom house for sale,buy,1900000,3,2,-34.0613123,18.4721169,S.O.A.,Houses,https://www.residentialpeople.com/za/property/r238bf/
3 bedroom house for sale,buy,650000,3,1,-34.0128405,18.7266851,80.0,Houses,https://www.residentialpeople.com/za/property/e3fl7f/
3 bedroom house for sale,buy,835000,3,2,-34.0083427,18.7296549,70.0,Houses,https://www.residentialpeople.com/za/property/zfbctw/
5 bedroom house for sale,buy,8495000,5,3,-34.0433655,18.4367869,S.O.A.,Houses,https://www.residentialpeople.com/za/property/la6egd/
3 bedroom house for sale,buy,899000,3,2,-34.0116859,18.7272188,S.O.A.,Houses,https://www.residentialpeople.com/za/property/g3rzps/
3 bedroom house for sale,buy,410000,3,1,-34.062539,18.652392,S.O.A.,Houses,https://www.residentialpeople.com/za/property/o8o78q/
3 bedroom house for sale,buy,840000,3,2,-34.0159061,18.7200033,326.0,Houses,https://www.residentialpeople.com/za/property/ow8mso/
3 bedroom house for sale,buy,3850000,3,2,-34.05682,18.4561,633.0,Houses,https://www.residentialpeople.com/za/property/ggg8kw-bergvliet-za-cape-town/
3 bedroom house for sale,buy,1200000,3,2,-34.0612528,18.4645662,230.0,Houses,https://www.residentialpeople.com/za/property/jravlw-retreat-za-cape-town/
4 bedroom house for sale,buy,8495000,4,3,-34.0433655,18.4367869,S.O.A.,Houses,https://www.residentialpeople.com/za/property/mn82zg-freehold/
5 bedroom house for sale,buy,1005000,5,2,-34.0159061,18.7200033,S.O.A.,Houses,https://www.residentialpeople.com/za/property/stvat6aw/
3 bedroom house for sale,buy,495000,3,1,-34.059648,18.463781,S.O.A.,Houses,https://www.residentialpeople.com/za/property/lbrgnd/
5 bedroom house for sale,buy,6595000,5,3,-34.0490247,18.43918,S.O.A.,Houses,https://www.residentialpeople.com/za/property/q5qdxo-freehold/
4 bedroom house for sale,buy,5795000,4,2,-34.0494625,18.4426585,109.0,Houses,https://www.residentialpeople.com/za/property/noeuqu-constantia-cape-town/
3 bedroom house for sale,buy,3005000,3,2,-33.8813618,18.7601017,S.O.A.,Houses,https://www.residentialpeople.com/za/property/mfywpc-freehold/
3 bedroom house for sale,buy,815000,3,2,-33.9980908,18.7393068,S.O.A.,Houses,https://www.residentialpeople.com/za/property/gy6bgn/
3 bedroom house for sale,buy,799000,3,1,-33.9980908,18.7393068,S.O.A.,Houses,https://www.residentialpeople.com/za/property/m72vbt/
3 bedroom house for sale,buy,6995000,3,2,-34.0434284,18.4352622,S.O.A.,Houses,https://www.residentialpeople.com/za/property/qhdwrt-freehold/
4 bedroom house for sale,buy,16995000,4,3,-34.0417489,18.4297559,S.O.A.,Houses,https://www.residentialpeople.com/za/property/j32j8a/
3 bedroom house for sale,buy,6995000,3,3,-34.04394,18.435142,S.O.A.,Houses,https://www.residentialpeople.com/za/property/lwlqsb/
4 bedroom house for sale,buy,5500000,4,3,-34.0434284,18.4352622,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xa4vlv/
2 bedroom flat/apartment for sale,buy,749900,2,1,-33.9980908,18.7393068,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/g7ea3y/
5 bedroom house for sale,buy,1060000,5,2,-33.9981,18.7393,311.0,Houses,https://www.residentialpeople.com/za/property/tk9cii11-eersterivier-heather-park/
2 bedroom house for sale,buy,680000,2,1,-33.9981,18.7393,403.0,Houses,https://www.residentialpeople.com/za/property/q549a410-3-overhout-street-houghton-place-eersterivier/
11 bedroom house for sale,buy,3899999,11,8,-34.0034893,18.7303606,1950.0,Houses,https://www.residentialpeople.com/za/property/unz75w/
2 bedroom duplex for sale,buy,749900,2,1,-33.9980908,18.7393068,S.O.A.,Duplex,https://www.residentialpeople.com/za/property/fv655n/
2 bedroom house for sale,buy,450000,2,2,-34.0731057,18.4914073,S.O.A.,Houses,https://www.residentialpeople.com/za/property/f7qefa/
2 bedroom house for sale,buy,750000,2,2,-34.052813,18.680234,140.0,Houses,https://www.residentialpeople.com/za/property/tz5enwga-mandela-park-khayelitsha/
3 bedroom house for sale,buy,14750000,3,3,-34.0481635,18.4298997,S.O.A.,Houses,https://www.residentialpeople.com/za/property/n6tc4k/
2 bedroom house for sale,buy,685000,2,1,-34.0188167,18.722592,54.0,Houses,https://www.residentialpeople.com/za/property/mqo8xc/
4 bedroom house for sale,buy,12950000,4,3,-34.0481635,18.4298997,S.O.A.,Houses,https://www.residentialpeople.com/za/property/y4xhea/
3 bedroom house for sale,buy,16500000,3,2,-34.0481635,18.4298997,S.O.A.,Houses,https://www.residentialpeople.com/za/property/c9tk2u/
1 bedroom flat/apartment for sale,buy,980000,1,1,-34.071754,18.6413479,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/yg7qgr-sectional-title/
1 bedroom flat/apartment for sale,buy,1595000,1,1,-34.0616902,18.4586147,48.0,Flats/Apartments,https://www.residentialpeople.com/za/property/zw2bhr/
4 bedroom house for sale,buy,12995000,4,3,-34.0481635,18.4298997,S.O.A.,Houses,https://www.residentialpeople.com/za/property/cu7c8u-freehold/
4 bedroom house for sale,buy,3185000,4,3,-34.01029,18.732726,S.O.A.,Houses,https://www.residentialpeople.com/za/property/vbvv3v-freehold/
6 bedroom house for sale,buy,1587000,6,3,-33.9980908,18.7393068,S.O.A.,Houses,https://www.residentialpeople.com/za/property/qeyloe/
3 bedroom house for sale,buy,850000,3,2,-33.9980908,18.7393068,S.O.A.,Houses,https://www.residentialpeople.com/za/property/dj8mow/
2 bedroom flat/apartment for sale,buy,749900,2,1,-33.9980908,18.7393068,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/k8d99e/
3 bedroom house for sale,buy,1250000,3,1,-33.9980908,18.7393068,S.O.A.,Houses,https://www.residentialpeople.com/za/property/bb44zc/
3 bedroom house for sale,buy,995000,3,1,-33.9980908,18.7393068,99.0,Houses,https://www.residentialpeople.com/za/property/z4zsn7hh/
3 bedroom house for sale,buy,759000,3,1,-33.9980908,18.7393068,S.O.A.,Houses,https://www.residentialpeople.com/za/property/stvdeu/
3 bedroom house for sale,buy,1500000,3,1,-33.9980908,18.7393068,S.O.A.,Houses,https://www.residentialpeople.com/za/property/w3gnly/
2 bedroom house for sale,buy,550000,2,2,-34.076617,18.491336,S.O.A.,Houses,https://www.residentialpeople.com/za/property/sgv73y/
3 bedroom house for sale,buy,1350000,3,2,-33.9980908,18.7393068,S.O.A.,Houses,https://www.residentialpeople.com/za/property/j3t4qd/
4 bedroom house for sale,buy,16950000,4,4,-33.9930491,18.3741977,S.O.A.,Houses,https://www.residentialpeople.com/za/property/dmabkj-freehold/
7 bedroom house for sale,buy,2600000,7,5,-33.9980908,18.7393068,S.O.A.,Houses,https://www.residentialpeople.com/za/property/lg235a/
