title,offering,price,bedrooms,bathrooms,latitude,longitude,floor_size,property_type,url
4 bedroom house for sale,buy,3995000,4,3,-33.8275335,18.6526846,S.O.A.,Houses,https://www.residentialpeople.com/za/property/zkngtt/
3 bedroom house for sale,buy,2290000,3,2,-33.9918901,19.2915067,S.O.A.,Houses,https://www.residentialpeople.com/za/property/gqtebk/
3 bedroom house for sale,buy,1795000,3,3,-34.348188,18.839607,S.O.A.,Houses,https://www.residentialpeople.com/za/property/vt598y/
6 bedroom house for sale,buy,2500000,6,5,-34.34879,18.832958,S.O.A.,Houses,https://www.residentialpeople.com/za/property/a9ftux/
3 bedroom house for sale,buy,1980000,3,2,-34.3487329,18.8392309,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ccsdmg/
3 bedroom house for sale,buy,2950000,3,2,-34.34948,18.83173,687.0,Houses,https://www.residentialpeople.com/za/property/jbkujocc-30-barbara-road-pringle-bay/
4 bedroom house for sale,buy,3400000,4,3,-34.3478313,18.8389316,S.O.A.,Houses,https://www.residentialpeople.com/za/property/hn2jxh/
5 bedroom house for sale,buy,1990000,5,3,-34.348188,18.839607,S.O.A.,Houses,https://www.residentialpeople.com/za/property/fk4xdb/
3 bedroom house for sale,buy,1750000,3,1,-34.348704694974,18.83631148941,S.O.A.,Houses,https://www.residentialpeople.com/za/property/uhym6d-pringle-bay-pringle-bay/
1 bedroom flat/apartment for sale,buy,2699000,1,1,-33.8974833,19.1523292,140.0,Flats/Apartments,https://www.residentialpeople.com/za/property/xjqonh/
4 bedroom house for sale,buy,3200000,4,3,-34.346047,18.8342649,S.O.A.,Houses,https://www.residentialpeople.com/za/property/h6996t-freehold/
3 bedroom house for sale,buy,1995000,3,2,-34.344854163472,18.840914169312,S.O.A.,Houses,https://www.residentialpeople.com/za/property/r4m5uq-pringle-bay-pringle-bay/
4 bedroom house for sale,buy,2200000,4,3,-34.3518229,18.8167319,S.O.A.,Houses,https://www.residentialpeople.com/za/property/frvqvu/
4 bedroom house for sale,buy,2200000,4,3,-34.3518229,18.8167319,S.O.A.,Houses,https://www.residentialpeople.com/za/property/pvonkl/
4 bedroom house for sale,buy,1970000,4,4,-34.343406,18.838524,S.O.A.,Houses,https://www.residentialpeople.com/za/property/zsd2bp/
4 bedroom house for sale,buy,3900000,4,2,-33.4434086,18.7168894,S.O.A.,Houses,https://www.residentialpeople.com/za/property/acksrh/
3 bedroom house for sale,buy,3500000,3,2,-34.3518229,18.8167319,S.O.A.,Houses,https://www.residentialpeople.com/za/property/lmqp4b/
3 bedroom house for sale,buy,3500000,3,2,-34.3518229,18.8167319,S.O.A.,Houses,https://www.residentialpeople.com/za/property/sedskh/
3 bedroom house for sale,buy,3500000,3,2,-34.3518229,18.8167319,S.O.A.,Houses,https://www.residentialpeople.com/za/property/hxoppj/
4 bedroom house for sale,buy,1950000,4,2,-33.4457305,18.7268678,S.O.A.,Houses,https://www.residentialpeople.com/za/property/spouwj-freehold/
2 bedroom house for sale,buy,1159000,2,1,-34.066667,19.116667,S.O.A.,Houses,https://www.residentialpeople.com/za/property/at9smk/
4 bedroom house for sale,buy,2650000,4,3,-33.4434086,18.7168894,S.O.A.,Houses,https://www.residentialpeople.com/za/property/dxjhrq-freehold/
3 bedroom house for sale,buy,2495000,3,2,-33.4457305,18.7268678,S.O.A.,Houses,https://www.residentialpeople.com/za/property/opd5pg/
4 bedroom house for sale,buy,2230000,4,3,-33.4457305,18.7268678,S.O.A.,Houses,https://www.residentialpeople.com/za/property/c92uyf-freehold/
3 bedroom house for sale,buy,2650000,3,2,-33.4457305,18.7268678,S.O.A.,Houses,https://www.residentialpeople.com/za/property/sgrabk/
3 bedroom house for sale,buy,2895000,3,3,-33.4457305,18.7268678,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xdl5rh-freehold/
3 bedroom house for sale,buy,2850000,3,2,-33.4434086,18.7168894,S.O.A.,Houses,https://www.residentialpeople.com/za/property/opqjsf/
4 bedroom house for sale,buy,2650000,4,3,-33.4434086,18.7168894,S.O.A.,Houses,https://www.residentialpeople.com/za/property/eoke5b/
4 bedroom house for sale,buy,2650000,4,3,-33.4434086,18.7168894,S.O.A.,Houses,https://www.residentialpeople.com/za/property/c9t7dy/
3 bedroom house for sale,buy,2850000,3,2,-33.4434086,18.7168894,S.O.A.,Houses,https://www.residentialpeople.com/za/property/nybzhs-freehold/
4 bedroom house for sale,buy,2285000,4,3,-33.4469665,18.7300813,290.0,Houses,https://www.residentialpeople.com/za/property/mpnlkj/
4 bedroom house for sale,buy,4350000,4,3,-34.349580653068,18.816358458068,S.O.A.,Houses,https://www.residentialpeople.com/za/property/tuzosu-pringle-bay-pringle-bay/
3 bedroom house for sale,buy,3900000,3,2,-34.3518229,18.8167319,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ntemwr-freehold/
3 bedroom house for sale,buy,2595000,3,2,-33.447817,18.73072,S.O.A.,Houses,https://www.residentialpeople.com/za/property/f336kl/
3 bedroom house for sale,buy,2595000,3,2,-33.447817,18.73072,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ob7hra/
3 bedroom house for sale,buy,16000000,3,3,-34.34882,18.81497,300.0,Houses,https://www.residentialpeople.com/za/property/tpox3t/
5 bedroom house for sale,buy,6300000,5,4,-34.3468324,18.8283438,S.O.A.,Houses,https://www.residentialpeople.com/za/property/fwbamo-freehold/
4 bedroom house for sale,buy,5700000,4,3,-34.3488387,18.8138315,400.0,Houses,https://www.residentialpeople.com/za/property/wqzulw/
5 bedroom house for sale,buy,2000000,5,2,-34.349595,18.8189399,S.O.A.,Houses,https://www.residentialpeople.com/za/property/st2zlg-freehold/
5 bedroom house for sale,buy,6300000,5,4,-34.3467282,18.8281574,300.0,Houses,https://www.residentialpeople.com/za/property/fcff7y/
3 bedroom house for sale,buy,3625000,3,2,-34.3509971,18.8155919,S.O.A.,Houses,https://www.residentialpeople.com/za/property/qkud9e/
3 bedroom house for sale,buy,3625000,3,2,-34.3509971,18.8155919,S.O.A.,Houses,https://www.residentialpeople.com/za/property/spbgmw/
4 bedroom house for sale,buy,4800000,4,4,-33.4434086,18.7168894,S.O.A.,Houses,https://www.residentialpeople.com/za/property/m89ooq-freehold/
3 bedroom house for sale,buy,2500000,3,3,-34.343453424548,18.832966880951,S.O.A.,Houses,https://www.residentialpeople.com/za/property/w8fp8b-pringle-bay-pringle-bay/
3 bedroom house for sale,buy,2950000,3,2,-34.3433659,18.8315549,S.O.A.,Houses,https://www.residentialpeople.com/za/property/dnue4v-freehold/
5 bedroom house for sale,buy,5400000,5,3,-34.346757993069,18.828130291996,S.O.A.,Houses,https://www.residentialpeople.com/za/property/l55fju-pringle-bay-pringle-bay/
3 bedroom house for sale,buy,2795000,3,2,-33.4428751,18.7175548,274.0,Houses,https://www.residentialpeople.com/za/property/m329at/
3 bedroom house for sale,buy,2850000,3,2,-34.3453059,18.8279494,S.O.A.,Houses,https://www.residentialpeople.com/za/property/rdfzmu/
3 bedroom house for sale,buy,2850000,3,2,-34.3453059,18.8279494,S.O.A.,Houses,https://www.residentialpeople.com/za/property/x6p5hz/
3 bedroom house for sale,buy,2795000,3,2,-33.4428751,18.7175548,274.0,Houses,https://www.residentialpeople.com/za/property/jmedpc/
5 bedroom house for sale,buy,11500000,5,4,-34.347324489425,18.824678604856,S.O.A.,Houses,https://www.residentialpeople.com/za/property/f3cxaw-pringle-bay-pringle-bay/
3 bedroom house for sale,buy,1800000,3,2,-34.348631,18.824944,S.O.A.,Houses,https://www.residentialpeople.com/za/property/mg27ng/
2 bedroom house for sale,buy,1159000,2,1,-34.066667,19.116667,S.O.A.,Houses,https://www.residentialpeople.com/za/property/fzphtt/
5 bedroom house for sale,buy,2500000,5,3,-34.348631,18.824944,S.O.A.,Houses,https://www.residentialpeople.com/za/property/dud79p/
5 bedroom house for sale,buy,2500000,5,3,-34.348631,18.824944,S.O.A.,Houses,https://www.residentialpeople.com/za/property/e694la/
4 bedroom house for sale,buy,3490000,4,4,-34.348631,18.824944,S.O.A.,Houses,https://www.residentialpeople.com/za/property/cmjk4a/
4 bedroom house for sale,buy,3490000,4,4,-34.348631,18.824944,S.O.A.,Houses,https://www.residentialpeople.com/za/property/wvbf5n/
5 bedroom house for sale,buy,2800000,5,3,-34.348631,18.824944,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ykm9lr/
3 bedroom townhouse for sale,buy,1450000,3,2,-33.4412277,18.7248598,140.0,Townhouses,https://www.residentialpeople.com/za/property/skqa2k/
3 bedroom townhouse for sale,buy,1450000,3,2,-33.4412277,18.7248598,140.0,Townhouses,https://www.residentialpeople.com/za/property/bpmbua/
4 bedroom house for sale,buy,3490000,4,4,-34.348631,18.824944,S.O.A.,Houses,https://www.residentialpeople.com/za/property/yyct6n/
3 bedroom house for sale,buy,2800000,3,2,-34.346047,18.8342649,S.O.A.,Houses,https://www.residentialpeople.com/za/property/a43uuc/
3 bedroom house for sale,buy,2800000,3,2,-34.346047,18.8342649,S.O.A.,Houses,https://www.residentialpeople.com/za/property/fuem8b/
4 bedroom house for sale,buy,1970000,4,4,-34.343406,18.838524,S.O.A.,Houses,https://www.residentialpeople.com/za/property/kaonjv/
5 bedroom house for sale,buy,2540000,5,3,-34.3468426,18.8310092,S.O.A.,Houses,https://www.residentialpeople.com/za/property/hx5zrw/
3 bedroom house for sale,buy,1995000,3,2,-34.344541,18.8409939,S.O.A.,Houses,https://www.residentialpeople.com/za/property/u3lshm-freehold/
5 bedroom house for sale,buy,2540000,5,3,-34.3468426,18.8310092,S.O.A.,Houses,https://www.residentialpeople.com/za/property/jwpp4e/
5 bedroom house for sale,buy,2540000,5,3,-34.3468426,18.8310092,S.O.A.,Houses,https://www.residentialpeople.com/za/property/bupubo/
4 bedroom house for sale,buy,13950000,4,5,-33.8974833,19.1523292,S.O.A.,Houses,https://www.residentialpeople.com/za/property/gelfzz/
2 bedroom house for sale,buy,3950000,2,2,-34.353517897839,18.816091144382,S.O.A.,Houses,https://www.residentialpeople.com/za/property/pwuhos-pringle-bay-pringle-bay/
2 bedroom house for sale,buy,1750000,2,2,-34.344541,18.8409939,S.O.A.,Houses,https://www.residentialpeople.com/za/property/vp6nbx/
2 bedroom house for sale,buy,1750000,2,2,-34.344541,18.8409939,S.O.A.,Houses,https://www.residentialpeople.com/za/property/y4xahj/
2 bedroom house for sale,buy,1750000,2,2,-34.348129,18.8296989,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xvc6ap/
2 bedroom house for sale,buy,1750000,2,2,-34.348129,18.8296989,S.O.A.,Houses,https://www.residentialpeople.com/za/property/bmkotk/
3 bedroom house for sale,buy,4950000,3,3,-33.8974833,19.1523292,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ktfhdj/
3 bedroom house for sale,buy,2800000,3,2,-34.346047,18.8342649,S.O.A.,Houses,https://www.residentialpeople.com/za/property/a7pg9r-freehold/
8 bedroom house for sale,buy,16999000,8,10,-33.8974833,19.1523292,600.0,Houses,https://www.residentialpeople.com/za/property/lmt57v/
2 bedroom house for sale,buy,3449000,2,2,-33.8974833,19.1523292,S.O.A.,Houses,https://www.residentialpeople.com/za/property/dgl3ll/
6 bedroom house for sale,buy,3500000,6,4,-34.349216,18.829543,400.0,Houses,https://www.residentialpeople.com/za/property/tqq4xb/
4 bedroom house for sale,buy,8490000,4,3,-33.8974833,19.1523292,350.0,Houses,https://www.residentialpeople.com/za/property/mxlenr/
6 bedroom house for sale,buy,6799000,6,6,-33.8974833,19.1523292,400.0,Houses,https://www.residentialpeople.com/za/property/huo5sb/
3 bedroom house for sale,buy,10750000,3,3,-33.8974833,19.1523292,1200.0,Houses,https://www.residentialpeople.com/za/property/hqft3r-26-deltacrest-estate/
3 bedroom house for sale,buy,2390000,3,2,-34.3478138,18.8343538,S.O.A.,Houses,https://www.residentialpeople.com/za/property/q7kotw/
4 bedroom house for sale,buy,8895000,4,4,-33.8974833,19.1523292,350.0,Houses,https://www.residentialpeople.com/za/property/xrt55d/
3 bedroom house for sale,buy,3500000,3,2,-34.3478138,18.8343538,300.0,Houses,https://www.residentialpeople.com/za/property/y2pruv/
2 bedroom house for sale,buy,1200000,2,1,-34.3478138,18.8343538,S.O.A.,Houses,https://www.residentialpeople.com/za/property/nzsxgs/
3 bedroom house for sale,buy,2390000,3,2,-34.3478138,18.8343538,S.O.A.,Houses,https://www.residentialpeople.com/za/property/nr3grn/
4 bedroom house for sale,buy,3900000,4,3,-34.3478138,18.8343538,300.0,Houses,https://www.residentialpeople.com/za/property/s4mgcr/
3 bedroom house for sale,buy,1400000,3,1,-34.3478138,18.8343538,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xcasty/
4 bedroom house for sale,buy,2365000,4,2,-34.3478138,18.8343538,S.O.A.,Houses,https://www.residentialpeople.com/za/property/rbhteq/
6 bedroom house for sale,buy,2490000,6,6,-34.3507373,18.8276544,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ja663b/
3 bedroom house for sale,buy,2390000,3,2,-34.3478138,18.8343538,S.O.A.,Houses,https://www.residentialpeople.com/za/property/dyy6yn/
6 bedroom house for sale,buy,2995000,6,5,-34.34879,18.832958,S.O.A.,Houses,https://www.residentialpeople.com/za/property/rj8hrf/
3 bedroom house for sale,buy,1400000,3,1,-34.3478138,18.8343538,S.O.A.,Houses,https://www.residentialpeople.com/za/property/p6d29n/
6 bedroom house for sale,buy,2500000,6,6,-34.350511760298,18.828114130528,S.O.A.,Houses,https://www.residentialpeople.com/za/property/d698rw-pringle-bay-pringle-bay/
4 bedroom house for sale,buy,1500000,4,2,-34.3478138,18.8343538,S.O.A.,Houses,https://www.residentialpeople.com/za/property/tddpju/
2 bedroom house for sale,buy,3995000,2,2,-34.347814,18.834354,S.O.A.,Houses,https://www.residentialpeople.com/za/property/s8dtsb-pringle-bay-pringle-bay/
3 bedroom house for sale,buy,1895000,3,2,-34.347814,18.834354,S.O.A.,Houses,https://www.residentialpeople.com/za/property/o64dyj-pringle-bay-pringle-bay/
4 bedroom house for sale,buy,1795000,4,3,-34.3496839,18.8317704,S.O.A.,Houses,https://www.residentialpeople.com/za/property/k6nugh/
4 bedroom house for sale,buy,1795000,4,3,-34.3496839,18.8317704,S.O.A.,Houses,https://www.residentialpeople.com/za/property/o2ft8c/
3 bedroom house for sale,buy,2700000,3,2,-34.347814,18.834354,S.O.A.,Houses,https://www.residentialpeople.com/za/property/s84ody-pringle-bay-pringle-bay/
6 bedroom house for sale,buy,3000000,6,6,-34.34948,18.83173,650.0,Houses,https://www.residentialpeople.com/za/property/a87hlneq-pringle-bay/
6 bedroom house for sale,buy,3890000,6,5,-34.34948,18.83173,1220.0,Houses,https://www.residentialpeople.com/za/property/dxnkb121-4-barbara-road-pringle-bay/
3 bedroom house for sale,buy,2950000,3,3,-34.347266687439,18.839544734728,S.O.A.,Houses,https://www.residentialpeople.com/za/property/p7q4zu-pringle-bay-pringle-bay/
5 bedroom house for sale,buy,2900000,5,3,-34.3497368,18.8315833,S.O.A.,Houses,https://www.residentialpeople.com/za/property/h3h5oz/
5 bedroom house for sale,buy,3480000,5,3,-34.3496839,18.8317704,S.O.A.,Houses,https://www.residentialpeople.com/za/property/lefy5g/
5 bedroom house for sale,buy,8750000,5,5,-34.34948,18.83173,1038.0,Houses,https://www.residentialpeople.com/za/property/tga1toc6-pringle-bay/
4 bedroom house for sale,buy,2195000,4,3,-34.34948,18.83173,608.0,Houses,https://www.residentialpeople.com/za/property/bsivxzzy-1-dennys-road-pringle-bay/
4 bedroom house for sale,buy,7500000,4,4,-34.34948,18.83173,2373.0,Houses,https://www.residentialpeople.com/za/property/pc8r72wy-pringle-bay/
3 bedroom house for sale,buy,4250000,3,3,-34.34948,18.83173,1079.0,Houses,https://www.residentialpeople.com/za/property/6tg6tyrp-7-diagonal-road-pringle-bay/
3 bedroom house for sale,buy,1995000,3,2,-34.34948,18.83173,672.0,Houses,https://www.residentialpeople.com/za/property/7f9agatn-3-olga-road-pringle-bay/
4 bedroom house for sale,buy,1960000,4,4,-34.347907,18.8354019,S.O.A.,Houses,https://www.residentialpeople.com/za/property/tajhbz/
4 bedroom house for sale,buy,1960000,4,4,-34.347907,18.8354019,S.O.A.,Houses,https://www.residentialpeople.com/za/property/aps2jj/
4 bedroom house for sale,buy,5800000,4,4,-34.349949580372,18.832310900803,S.O.A.,Houses,https://www.residentialpeople.com/za/property/yk3krd-pringle-bay-pringle-bay/
6 bedroom house for sale,buy,1590000,6,3,-34.34948,18.83173,600.0,Houses,https://www.residentialpeople.com/za/property/d8cw9pz2-7-diane-road-pringle-bay/
2 bedroom house for sale,buy,2350000,2,2,-34.34948,18.83173,608.0,Houses,https://www.residentialpeople.com/za/property/nxt9f83d-67-george-way-pringle-bay/
2 bedroom house for sale,buy,1300000,2,1,-34.347907,18.8354019,S.O.A.,Houses,https://www.residentialpeople.com/za/property/b56fow/
2 bedroom house for sale,buy,1300000,2,1,-34.347907,18.8354019,S.O.A.,Houses,https://www.residentialpeople.com/za/property/vjl53u/
2 bedroom house for sale,buy,1300000,2,1,-34.347907,18.8354019,S.O.A.,Houses,https://www.residentialpeople.com/za/property/kfafxx/
6 bedroom house for sale,buy,2980000,6,6,-34.347907,18.8354019,S.O.A.,Houses,https://www.residentialpeople.com/za/property/wuhxfl-freehold/
6 bedroom house for sale,buy,2995000,6,5,-34.34879,18.832958,S.O.A.,Houses,https://www.residentialpeople.com/za/property/vfn8uu/
6 bedroom house for sale,buy,2995000,6,6,-34.347907,18.8354019,S.O.A.,Houses,https://www.residentialpeople.com/za/property/upaywr/
6 bedroom house for sale,buy,2995000,6,6,-34.347907,18.8354019,S.O.A.,Houses,https://www.residentialpeople.com/za/property/czu42u/
3 bedroom house for sale,buy,1895000,3,2,-34.3487329,18.8392309,160.0,Houses,https://www.residentialpeople.com/za/property/c3mewg/
3 bedroom house for sale,buy,1980000,3,2,-34.3487329,18.8392309,S.O.A.,Houses,https://www.residentialpeople.com/za/property/jz5tea/
3 bedroom house for sale,buy,2800000,3,2,-34.348188,18.839607,S.O.A.,Houses,https://www.residentialpeople.com/za/property/mlm6ql-freehold/
3 bedroom house for sale,buy,1995000,3,3,-34.348188,18.839607,S.O.A.,Houses,https://www.residentialpeople.com/za/property/fervsy/
4 bedroom house for sale,buy,3490000,4,4,-34.3524419,18.832627,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ebptkq/
4 bedroom house for sale,buy,2250000,4,2,-34.348188,18.839607,S.O.A.,Houses,https://www.residentialpeople.com/za/property/h28o5k/
3 bedroom house for sale,buy,1620000,3,1,-34.3477675,18.8472186,S.O.A.,Houses,https://www.residentialpeople.com/za/property/zapeec/
3 bedroom house for sale,buy,1620000,3,1,-34.3477675,18.8472186,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ldnnhd/
3 bedroom house for sale,buy,,3,3,-34.351434,18.8334139,S.O.A.,Houses,https://www.residentialpeople.com/za/property/tdcf2f/
