,price,bedrooms,bathrooms,latitude,longitude,floor_size,property_type,binned_price
5885,4219000,2.0,2,-33.9192548,18.422179800000002,,Flats/Apartments,23
5886,3750000,2.0,2,-33.9192548,18.422179800000002,,Flats/Apartments,21
5887,5950000,2.0,2,-33.9192548,18.422179800000002,,Flats/Apartments,33
5888,5350000,2.0,2,-33.9192548,18.422179800000002,,Flats/Apartments,29
5889,1995000,1.0,1,-33.9224993,18.4226348,,Flats/Apartments,11
5890,2395000,1.0,1,-33.9175092,18.4221863,,Flats/Apartments,13
5891,3850000,2.0,2,-33.9192548,18.422179800000002,,Flats/Apartments,21
5892,2350000,1.0,1,-33.9189771,18.4222028,,Flats/Apartments,13
5893,2350000,1.0,1,-33.91898,18.4222,,Flats/Apartments,13
5894,2350000,1.0,1,-33.9189771,18.4222028,,Flats/Apartments,13
5895,7995000,2.0,2,-33.9224993,18.4226348,,Flats/Apartments,44
5896,3400000,1.0,1,-33.9351349,18.424924899999997,,Flats/Apartments,19
5897,1800000,1.0,1,-33.9224993,18.4226348,,Flats/Apartments,10
5899,2800000,2.0,2,-33.9224993,18.4226348,,Flats/Apartments,16
5900,2300000,1.0,1,-33.9224993,18.4226348,,Flats/Apartments,13
5901,3795000,2.0,2,-33.9351349,18.424924899999997,,Flats/Apartments,21
5902,5495000,3.0,2,-33.9351349,18.424924899999997,,Townhouses,30
5903,2070000,1.0,1,-33.9224993,18.4226348,,Flats/Apartments,12
5905,1095000,2.0,1,-33.8170396,18.4817504,,Flats/Apartments,6
5906,2000000,1.0,1,-33.9224993,18.4226348,,Flats/Apartments,11
5907,1695000,2.0,1,-33.8170396,18.4817504,,Flats/Apartments,10
5908,1350000,2.0,1,-33.8170396,18.4817504,,Flats/Apartments,8
5909,895000,1.0,1,-33.8170396,18.4817504,,Flats/Apartments,5
5910,1795000,2.0,1,-33.8170396,18.4817504,,Flats/Apartments,10
5912,1090000,1.0,1,-33.8170396,18.4817504,,Flats/Apartments,6
5913,895000,1.0,1,-33.8170396,18.4817504,,Flats/Apartments,5
5914,1245000,1.0,1,-33.8170396,18.4817504,,Flats/Apartments,7
5915,1795000,2.0,1,-33.8170396,18.4817504,,Flats/Apartments,10
5916,2200000,3.0,2,-33.808475,18.499333899999996,,Houses,12
5917,1026999,2.0,1,-33.801719399999996,18.51987,,Flats/Apartments,6
5918,1195000,2.0,1,-33.8170396,18.4817504,,Flats/Apartments,7
5919,995000,1.0,1,-33.8170396,18.4817504,,Flats/Apartments,6
5921,3150000,1.0,1,-33.9224993,18.4226348,,Flats/Apartments,17
5924,2300000,1.0,1,-33.9224993,18.4226348,,Flats/Apartments,13
5925,2175000,1.0,1,-33.9224993,18.4226348,,Flats/Apartments,12
5926,2600000,1.0,1,-33.9224993,18.4226348,,Flats/Apartments,14
5927,1995000,1.0,1,-33.9224993,18.4226348,,Flats/Apartments,11
5928,2950000,1.0,1,-33.9224993,18.4226348,,Flats/Apartments,16
5929,2690000,1.0,1,-33.9224993,18.4226348,,Flats/Apartments,15
5930,2995000,1.0,1,-33.9224993,18.4226348,,Flats/Apartments,17
5931,2295000,1.0,1,-33.9192548,18.422179800000002,,Flats/Apartments,13
5932,2995000,1.0,1,-33.9192548,18.422179800000002,,Flats/Apartments,17
5933,5850000,2.0,2,-33.9192548,18.422179800000002,,Flats/Apartments,32
5934,2600000,1.0,1,-33.9192548,18.422179800000002,,Flats/Apartments,14
5935,3450000,2.0,2,-33.9192548,18.422179800000002,,Flats/Apartments,19
5937,2950000,1.0,1,-33.9192548,18.422179800000002,,Flats/Apartments,16
5938,3960000,2.0,2,-33.9192548,18.422179800000002,,Flats/Apartments,22
5939,2403000,1.0,1,-33.9192548,18.422179800000002,,Flats/Apartments,13
5940,3915000,2.0,2,-33.9192548,18.422179800000002,,Flats/Apartments,22
5941,4995000,2.0,2,-33.9192548,18.422179800000002,,Flats/Apartments,27
5942,1935000,1.0,1,-33.9192548,18.422179800000002,,Flats/Apartments,11
5943,2403000,1.0,1,-33.9192548,18.422179800000002,,Flats/Apartments,13
5944,4219000,2.0,2,-33.9192548,18.422179800000002,,Flats/Apartments,23
5945,3850000,2.0,2,-33.9192548,18.422179800000002,,Flats/Apartments,21
5946,5850000,2.0,2,-33.9192548,18.422179800000002,,Flats/Apartments,32
5947,1554000,0.0,1,-33.9192548,18.422179800000002,,Flats/Apartments,9
5949,4005000,2.0,2,-33.9192548,18.422179800000002,,Flats/Apartments,22
5950,3789000,2.0,2,-33.9192548,18.422179800000002,,Flats/Apartments,21
5951,1846000,3.0,2,-33.803953,18.5111577,,Houses,10
5952,1499000,1.0,1,-33.994819,18.4644549,,Flats/Apartments,9
5953,1295000,2.0,2,-33.8064185,18.5041089,,Houses,7
5954,1250000,2.0,1,-33.8064185,18.5041089,,Houses,7
5955,2250000,1.0,1,-33.919203499999995,18.422110600000003,,Flats/Apartments,13
5956,1790000,3.0,2,-33.803953,18.5111577,,Houses,10
5957,6950000,3.0,2,-33.994819,18.4644549,,Flats/Apartments,38
5958,4750000,2.0,2,-33.902864799999996,18.4221961,,Flats/Apartments,26
5959,5950000,2.0,2,-33.902864799999996,18.4221961,,Flats/Apartments,33
5960,5950000,2.0,2,-33.902864799999996,18.4221961,,Flats/Apartments,33
5961,1250000,2.0,1,-33.8259414,18.6531909,69.0,Flats/Apartments,7
5962,1250000,2.0,1,-33.8259414,18.6531909,,Flats/Apartments,7
5963,2290000,3.0,2,-33.8259414,18.6531909,165.0,Houses,13
5964,990000,2.0,1,-33.8259414,18.6531909,57.0,Flats/Apartments,6
5965,4190000,2.0,2,-33.916930799999996,18.4214655,,Flats/Apartments,23
5966,886520,2.0,1,-33.8008814,18.5208812,,Flats/Apartments,5
5967,4700000,3.0,1,-33.9832472,18.4518828,,Houses,26
5968,2800000,1.0,1,-33.916930799999996,18.4214655,,Flats/Apartments,16
5969,4500000,2.0,2,-33.916930799999996,18.4214655,,Flats/Apartments,25
5970,3940000,2.0,2,-33.916930799999996,18.4214655,,Flats/Apartments,22
5971,1800000,1.0,1,-33.924274,18.422169,49.0,Flats/Apartments,10
5972,910385,1.0,1,-33.800903999999996,18.520873,,Flats/Apartments,5
5973,1041685,2.0,1,-33.800903999999996,18.520873,63.0,Flats/Apartments,6
5974,2650000,2.0,2,-33.9220352,18.422000600000004,,Flats/Apartments,15
5975,6325000,1.0,1,-33.9220352,18.422000600000004,,Flats/Apartments,35
5976,2670000,4.0,3,-33.8259414,18.6531909,,Houses,15
5977,1750000,3.0,2,-33.903083,18.6993793,,Houses,10
5978,1874500,1.0,1,-33.9220352,18.422000600000004,,Flats/Apartments,11
5979,1750000,1.0,1,-33.9220352,18.422000600000004,,Flats/Apartments,10
5980,1850000,1.0,1,-33.9220352,18.422000600000004,,Flats/Apartments,10
5981,1750000,1.0,1,-33.9220352,18.422000600000004,,Flats/Apartments,10
5982,1874500,1.0,1,-33.9220352,18.422000600000004,,Flats/Apartments,11
5983,2750000,2.0,2,-33.9220352,18.422000600000004,,Flats/Apartments,15
5984,6325000,1.0,1,-33.9220352,18.422000600000004,,Flats/Apartments,35
5985,2650000,2.0,2,-33.9220352,18.422000600000004,,Flats/Apartments,15
5986,1750000,1.0,1,-33.9220352,18.422000600000004,,Flats/Apartments,10
5987,1950000,1.0,1,-33.9220352,18.422000600000004,,Flats/Apartments,11
5988,1650000,1.0,1,-33.9220352,18.422000600000004,,Flats/Apartments,9
5989,2095000,1.0,1,-33.9220352,18.422000600000004,,Flats/Apartments,12
5990,1630000,1.0,1,-33.9220352,18.422000600000004,,Flats/Apartments,9
5991,1950000,1.0,1,-33.9220352,18.422000600000004,,Flats/Apartments,11
5992,1630000,1.0,1,-33.9220352,18.422000600000004,,Flats/Apartments,9
5993,2295000,1.0,1,-33.9220352,18.422000600000004,,Flats/Apartments,13
5994,4950000,2.0,2,-33.9220352,18.422000600000004,,Flats/Apartments,27
5995,859000,2.0,1,-33.80047020000001,18.523419,,Flats/Apartments,5
5996,859000,2.0,1,-33.80047020000001,18.523419,,Flats/Apartments,5
5997,6450000,2.0,1,-33.928324200000006,18.423115399999997,,Flats/Apartments,35
5998,6450000,2.0,1,-33.928324200000006,18.423115399999997,,Flats/Apartments,35
5999,1095000,2.0,2,-33.8625715,18.686289399999996,72.0,Flats/Apartments,6
6000,995000,1.0,1,-33.818540000000006,18.478720000000003,,Flats/Apartments,6
6002,8950000,4.0,4,-33.990016,18.4585109,,Houses,49
6003,1195000,2.0,2,-33.802267900000004,18.5148623,,Duplex,7
6004,2050000,4.0,2,-33.802267900000004,18.5148623,,Houses,12
6005,4400000,3.0,2,-33.996928999999994,18.466411899999997,,Houses,24
6006,4590000,2.0,2,-33.916930799999996,18.4214655,,Flats/Apartments,25
6007,1800001,3.0,2,-33.802267900000004,18.5148623,,Houses,10
6008,2895000,3.0,2,-34.0003853,18.4711028,156.0,Flats/Apartments,16
6009,4190000,2.0,2,-33.916930799999996,18.4214655,,Flats/Apartments,23
6010,5700000,2.0,2,-33.916831,18.4213439,,Flats/Apartments,31
6011,2250000,4.0,2,-33.825099,18.653406,525.0,Houses,13
6012,4190000,2.0,2,-33.91673,18.42108,117.0,Flats/Apartments,23
6013,1650000,3.0,2,-33.8075734,18.499188399999998,,Houses,9
6014,1650000,1.0,1,-33.9220352,18.422000600000004,,Flats/Apartments,9
6015,2895000,5.0,4,-33.907629,18.7001123,,Houses,16
6016,2895000,3.0,2,-33.907629,18.7001123,,Houses,16
6017,4325000,1.0,1,-33.9192156,18.421747699999997,,Flats/Apartments,24
6018,3450000,2.0,1,-33.941179,18.4255793,,Flats/Apartments,19
6019,4995000,4.0,3,-33.898042100000005,18.699186100000002,500.0,Houses,27
6020,1800000,1.0,1,-33.9220352,18.422000600000004,,Flats/Apartments,10
6021,2995000,5.0,2,-33.90763320000001,18.700122699999998,320.0,Houses,17
6022,1095000,2.0,2,-33.8626071,18.6864074,72.0,Flats/Apartments,6
6024,2860000,3.0,2,-33.8815898,18.695447899999998,,Houses,16
6025,980000,2.0,1,-34.026168,18.577825,,Houses,6
6026,1675000,2.0,1,-33.8397299,18.6693289,,Townhouses,10
6027,4995000,4.0,3,-33.898042100000005,18.699186100000002,500.0,Houses,27
6028,3250000,2.0,2,-33.9307559,18.4234449,,Flats/Apartments,18
6029,1450000,3.0,1,-33.8923179,18.697665899999997,,Houses,8
6030,1899000,3.0,2,-33.8815898,18.695447899999998,145.0,Townhouses,11
6031,1895000,3.0,2,-33.8815898,18.695447899999998,,Houses,11
6032,2500000,3.0,2,-33.8815898,18.695447899999998,148.0,Houses,14
6033,1350000,2.0,1,-33.8815898,18.695447899999998,,Townhouses,8
6034,1299000,2.0,1,-33.8815898,18.695447899999998,106.0,Townhouses,7
6035,1499000,3.0,2,-33.934340899999995,18.697545899999998,,Houses,9
6036,3295000,3.0,2,-33.8815898,18.695447899999998,,Houses,18
6037,2195000,1.0,1,-33.9224993,18.4226348,,Flats/Apartments,12
6038,2600000,1.0,1,-33.9224993,18.4226348,,Flats/Apartments,14
6039,2099000,3.0,2,-33.9423466,18.6935604,,Houses,12
6040,2395000,2.0,1,-33.9409216,18.4274602,,Flats/Apartments,13
6042,2450000,2.0,1,-33.928546999999995,18.423749899999997,,Flats/Apartments,14
6043,2050000,1.0,1,-33.9409216,18.4274602,,Flats/Apartments,12
6044,2395000,1.0,1,-33.9248685,18.424055300000003,,Flats/Apartments,13
6045,1700000,1.0,1,-33.9248685,18.424055300000003,,Flats/Apartments,10
6046,5950000,2.0,2,-33.9248685,18.424055300000003,,Flats/Apartments,33
6047,6499000,2.0,3,-33.9248685,18.424055300000003,289.0,Flats/Apartments,35
6048,1355000,1.0,1,-33.92487,18.4241,,Flats/Apartments,8
6049,1350000,1.0,1,-33.9248685,18.424055300000003,,Flats/Apartments,8
6050,1725000,1.0,1,-33.9248685,18.424055300000003,45.0,Flats/Apartments,10
6051,1950000,1.0,1,-33.92487,18.4241,81.0,Flats/Apartments,11
6052,900000,2.0,1,-33.92487,18.4241,,Flats/Apartments,5
6057,8950000,5.0,3,-33.92487,18.4241,462.0,Houses,49
6058,4500000,1.0,1,-33.92487,18.4241,,Flats/Apartments,25
6060,2495000,1.0,1,-33.92487,18.4241,41.0,Flats/Apartments,14
6062,2250000,1.0,1,-33.92487,18.4241,65.0,Flats/Apartments,13
6063,3890000,2.0,1,-33.92487,18.4241,,Flats/Apartments,21
6066,2000000,1.0,1,-33.92487,18.4241,,Flats/Apartments,11
6067,6895000,3.0,2,-33.92487,18.4241,,Townhouses,38
6069,1550000,2.0,1,-33.9249,18.4241,,Flats/Apartments,9
6070,1895000,2.0,1,-33.92487,18.4241,,Flats/Apartments,11
6071,1750000,3.0,2,-33.817789700000006,18.4825564,,Flats/Apartments,10
6072,420000,3.0,1,-33.9249,18.4241,113.0,Houses,3
6074,2450000,4.0,3,-33.9249,18.4241,,Houses,14
6075,1150000,3.0,2,-33.9249,18.4241,245.0,Houses,7
6077,1750000,3.0,2,-33.817789700000006,18.4825564,,Townhouses,10
6078,6950000,2.0,2,-33.92487,18.4241,,Flats/Apartments,38
6081,4000000,3.0,2,-33.92487,18.4241,497.0,Houses,22
6083,2750000,4.0,2,-33.9249,18.4241,544.0,Houses,15
6084,2690000,2.0,1,-33.92487,18.4241,,Flats/Apartments,15
6086,1400000,1.0,1,-33.92487,18.4241,52.0,Flats/Apartments,8
6091,3995000,3.0,1,-33.92487,18.4241,311.0,Houses,22
6092,3200000,2.0,1,-33.92487,18.4241,,Flats/Apartments,18
6093,3695000,3.0,4,-33.92487,18.4241,434.0,Houses,20
6094,3450000,2.0,2,-33.92487,18.4241,228.0,Flats/Apartments,19
6095,4195000,1.0,1,-33.92487,18.4241,39.0,Flats/Apartments,23
6096,1579995,1.0,1,-33.9248685,18.424055300000003,51.0,Flats/Apartments,9
6097,2995000,2.0,2,-33.9248685,18.424055300000003,,Flats/Apartments,17
6098,2400000,2.0,2,-33.9248685,18.424055300000003,,Flats/Apartments,13
6100,1750000,3.0,2,-33.817789700000006,18.4825564,,Townhouses,10
6101,2100000,1.0,1,-33.9248685,18.424055300000003,,Flats/Apartments,12
6102,1995000,3.0,2,-33.805434000000005,18.5105494,,Houses,11
6104,1550000,3.0,2,-33.9248685,18.424055300000003,,Houses,9
6105,1850000,3.0,2,-33.817789700000006,18.4825564,,Duplex,10
6107,3100000,2.0,2,-33.9248685,18.424055300000003,,Houses,17
6108,2495000,2.0,1,-33.9248685,18.424055300000003,,Flats/Apartments,14
6109,1550000,4.0,2,-33.9248685,18.424055300000003,,Houses,9
6110,2850000,5.0,5,-33.9248685,18.424055300000003,350.0,Houses,16
6111,2200000,1.0,1,-33.9248685,18.424055300000003,,Flats/Apartments,12
6112,3250000,2.0,1,-33.9248685,18.424055300000003,,Flats/Apartments,18
6115,3195000,6.0,3,-33.9248685,18.424055300000003,,Houses,18
6116,1249000,2.0,1,-33.9248685,18.424055300000003,,Flats/Apartments,7
6117,3450000,2.0,2,-33.9248685,18.424055300000003,,Flats/Apartments,19
6118,3718716,2.0,2,-33.9248685,18.424055300000003,,Flats/Apartments,21
6119,2499000,1.0,1,-33.9248685,18.424055300000003,,Flats/Apartments,14
6120,2900000,1.0,2,-33.9248685,18.424055300000003,95.0,Flats/Apartments,16
6121,1295000,2.0,1,-33.9248685,18.424055300000003,,Flats/Apartments,7
6122,3190000,2.0,2,-33.9248685,18.424055300000003,,Flats/Apartments,18
6123,7250000,3.0,3,-33.9248685,18.424055300000003,,Townhouses,40
6124,2278800,2.0,1,-33.9248685,18.424055300000003,160.0,Flats/Apartments,13
6125,1100000,1.0,1,-33.9248685,18.424055300000003,75.0,Flats/Apartments,6
6126,2950000,1.0,1,-33.9248685,18.424055300000003,34.0,Flats/Apartments,16
6127,3850000,3.0,2,-33.9248685,18.424055300000003,,Houses,21
6129,1895000,1.0,1,-33.9248685,18.424055300000003,,Flats/Apartments,11
6130,6995000,4.0,2,-33.9248685,18.424055300000003,,Houses,38
6131,1995000,4.0,3,-33.9248685,18.424055300000003,,Flats/Apartments,11
6133,2495000,3.0,1,-33.9248685,18.424055300000003,,Houses,14
6134,470000,2.0,1,-33.9248685,18.424055300000003,,Houses,3
6135,1595000,3.0,2,-33.9248685,18.424055300000003,,Houses,9
6136,8251000,3.0,4,-33.9248685,18.424055300000003,,Townhouses,45
6137,8500000,1.0,1,-33.908373700000006,18.422981699999998,,Flats/Apartments,46
6138,8500000,1.0,1,-33.908373700000006,18.422981699999998,,Flats/Apartments,46
6142,1050000,2.0,1,-33.861909000000004,18.6844281,63.0,Flats/Apartments,6
6143,1450000,2.0,2,-33.8037676,18.515381,,Houses,8
6144,1290000,3.0,2,-33.8037676,18.515381,,Flats/Apartments,7
6145,2300000,2.0,1,-33.9248685,18.424055300000003,,Houses,13
6146,3200000,2.0,2,-33.9248685,18.424055300000003,100.0,Flats/Apartments,18
6147,3500000,2.0,1,-33.9248685,18.424055300000003,,Flats/Apartments,19
6148,1995000,4.0,3,-33.9248685,18.424055300000003,,Houses,11
6149,1950000,1.0,1,-33.9248685,18.424055300000003,,Flats/Apartments,11
6153,6950000,3.0,2,-33.9248685,18.424055300000003,,Flats/Apartments,38
6154,7500000,2.0,2,-33.9248685,18.424055300000003,,Houses,41
6156,1999000,3.0,2,-33.9422857,18.6931065,282.0,Houses,11
6157,800000,2.0,1,-34.0206,18.6017,160.0,Houses,5
6158,2300000,1.0,1,-33.9248685,18.424055300000003,61.0,Flats/Apartments,13
6160,630000,1.0,1,-33.9248685,18.424055300000003,36.0,Flats/Apartments,4
6161,1990000,3.0,2,-33.94226210000001,18.6931244,,Houses,11
6162,1985000,1.0,1,-33.9248685,18.424055300000003,,Flats/Apartments,11
6164,1250000,2.0,1,-33.9248685,18.424055300000003,,Flats/Apartments,7
6165,1895000,1.0,1,-33.9084484,18.4226815,,Flats/Apartments,11
6166,2195000,1.0,1,-33.9248685,18.424055300000003,,Flats/Apartments,12
6167,2650000,3.0,2,-33.923071,18.697804,,Houses,15
6168,7500000,4.0,2,-33.9785782,18.4486862,,Houses,41
6169,1680000,3.0,2,-33.808268,18.501767899999997,,Houses,10
6170,4080000,3.0,2,-33.839925799999996,18.6677604,,Houses,22
6171,1300000,2.0,1,-34.01410429999999,18.4983598,,Flats/Apartments,7
6172,6150000,4.0,2,-33.9785782,18.4486862,,Houses,34
6174,4749000,3.0,2,-34.01410429999999,18.4983598,,Houses,26
6175,4350000,2.5,2,-33.9409216,18.4274602,,Townhouses,24
6177,6995000,3.0,2,-33.980668,18.450302,,Houses,38
6178,3150000,1.0,1,-33.9224993,18.4226348,,Flats/Apartments,17
6179,1700000,3.0,1,-33.930189,18.424301,,Flats/Apartments,10
6180,6995000,3.0,2,-33.980668,18.450302,,Houses,38
6181,799000,1.0,1,-34.003341799999994,18.477095000000002,,Flats/Apartments,5
6182,3150000,1.0,2,-33.9224993,18.4226348,,Flats/Apartments,17
6184,2950000,1.0,1,-33.9224993,18.4226348,,Flats/Apartments,16
6185,1590000,3.0,2,-33.807120899999994,18.502913,,Houses,9
6186,4995000,4.0,3,-33.898550799999995,18.6977729,,Houses,27
6187,1550000,1.0,1,-33.9789129,18.4483763,59.0,Flats/Apartments,9
6188,6250000,3.0,2,-33.939805,18.426427899999997,,Houses,34
6191,7800000,4.0,3,-33.9789129,18.4483763,450.0,Houses,42
6192,1850000,3.0,2,-33.90320620000001,18.698543100000002,145.0,Townhouses,10
6193,1850000,3.0,2,-33.8128253,18.490137899999997,,Houses,10
6195,6250000,3.0,2,-33.939805,18.426427899999997,,Houses,34
6196,2950000,2.0,2,-33.928546999999995,18.423749899999997,,Flats/Apartments,16
6197,1695000,1.0,1,-33.928546999999995,18.423749899999997,,Flats/Apartments,10
6198,2799000,2.0,1,-33.928546999999995,18.423749899999997,,Flats/Apartments,16
6200,6700000,4.0,2,-33.92487,18.4241,864.0,Houses,37
6201,2850000,1.0,2,-33.92487,18.4241,,Flats/Apartments,16
6202,3190000,2.0,2,-33.92487,18.4241,,Flats/Apartments,18
6204,3750000,3.0,3,-33.92487,18.4241,189.0,Flats/Apartments,21
6205,1600000,2.0,1,-33.92487,18.4241,,Flats/Apartments,9
6206,2295000,2.0,2,-33.92487,18.4241,,Flats/Apartments,13
6207,7950000,2.0,2,-33.92487,18.4241,180.0,Houses,43
6208,2250000,3.0,2,-33.8275335,18.6526846,,Houses,13
6209,3350000,2.0,2,-33.92487,18.4241,113.0,Flats/Apartments,19
6211,1595000,2.0,2,-33.8275335,18.6526846,72.0,Flats/Apartments,9
6212,1480000,2.0,1,-33.8077785,18.504620499999998,,Houses,8
6213,6950000,5.0,5,-33.9367515,18.4268268,,Houses,38
6214,4295000,5.0,4,-33.8275335,18.6526846,,Houses,24
6216,1875000,3.0,2,-33.8275335,18.6526846,140.0,Townhouses,11
6217,1995000,2.0,1,-33.8275335,18.6526846,,Townhouses,11
6218,2334000,3.0,2,-33.8275335,18.6526846,100.0,Houses,13
6219,3790000,5.0,3,-33.8275335,18.6526846,,Houses,21
6220,1750000,3.0,2,-33.8275335,18.6526846,,Townhouses,10
6221,1535000,1.0,1,-33.918132,18.4234266,,Flats/Apartments,9
6222,1825000,1.0,1,-33.918132,18.4234266,,Flats/Apartments,10
6224,1650000,1.0,1,-33.918132,18.4234266,,Flats/Apartments,9
6225,3795000,1.0,1,-33.918132,18.4234266,,Flats/Apartments,21
6226,2395000,3.0,2,-33.8275335,18.6526846,,Townhouses,13
6227,2750000,4.0,2,-33.8275335,18.6526846,,Houses,15
6228,1995000,3.0,2,-33.8275335,18.6526846,,Townhouses,11
6229,3995000,4.0,3,-33.8275335,18.6526846,,Houses,22
6230,2250000,3.0,2,-33.8275335,18.6526846,,Houses,13
6231,7000000,5.0,2,-33.9921309,18.463453100000002,,Houses,38
6232,2517320,3.0,2,-33.8275335,18.6526846,,Duplex,14
6233,5500000,4.0,3,-33.8275335,18.6526846,,Houses,30
6236,1695000,2.0,1,-33.8275335,18.6526846,,Houses,10
6237,8800000,3.0,3,-33.995788,18.468092000000002,,Houses,48
6238,1845000,3.0,2,-33.900051899999994,18.696925,,Houses,10
6239,1845000,3.0,2,-33.900051899999994,18.696925,,Houses,10
6240,2790000,3.0,2,-33.8275335,18.6526846,,Houses,16
6242,695000,2.0,1,-33.8020711,18.523951500000003,,Flats/Apartments,4
6243,4900000,2.0,1,-33.92487,18.4241,,Flats/Apartments,27
6244,2399000,4.0,2,-33.8275335,18.6526846,,Houses,13
6245,3400000,7.0,3,-33.9016946,18.6971301,384.0,Houses,19
6246,1195000,2.0,1,-33.92487,18.4241,202.0,Houses,7
6247,4500000,4.0,4,-33.8275335,18.6526846,,Houses,25
6248,3599000,4.0,2,-33.8275335,18.6526846,,Houses,20
6250,3995000,3.0,3,-33.92487,18.4241,204.0,Houses,22
6251,6950000,2.0,2,-33.92487,18.4241,185.0,Flats/Apartments,38
6253,2550000,4.0,3,-33.8275335,18.6526846,,Houses,14
6256,2950000,1.0,1,-33.92487,18.4241,45.0,Flats/Apartments,16
6258,2300000,2.0,2,-33.918132,18.4234266,,Flats/Apartments,13
6259,3690000,2.0,2,-33.918132,18.4234266,,Flats/Apartments,20
6260,3690000,2.0,2,-33.918132,18.4234266,,Flats/Apartments,20
6261,2750000,2.0,2,-33.918132,18.4234266,,Flats/Apartments,15
6262,2450000,1.0,1,-33.918132,18.4234266,,Flats/Apartments,14
6263,2750000,2.0,2,-33.918132,18.4234266,,Flats/Apartments,15
6264,3750000,4.0,4,-33.92487,18.4241,397.0,Houses,21
6266,2150000,3.0,2,-33.848893,18.6749849,145.0,Townhouses,12
6267,2150000,3.0,2,-33.848893,18.6749849,,Houses,12
6268,2150000,3.0,1,-33.848893,18.6749849,,Houses,12
6269,3800000,3.0,2,-33.838928100000004,18.6660742,300.0,Houses,21
6270,7950000,3.0,2,-33.9867809,18.4575084,,Houses,43
6271,5950000,2.0,1,-33.9367515,18.4268268,,Houses,33
6272,6750000,5.0,5,-33.9367515,18.4268268,,Houses,37
6273,5500000,3.0,2,-33.9867809,18.4575084,,Houses,30
6274,3500000,1.0,1,-33.92487,18.4241,72.0,Flats/Apartments,19
6277,8300000,7.0,4,-33.9367515,18.4268268,,Houses,45
6278,2999000,3.0,2,-33.8275335,18.6526846,,Houses,17
6279,2995000,2.0,2,-33.92487,18.4241,,Flats/Apartments,17
6281,8800000,5.0,3,-33.92487,18.4241,555.0,Houses,48
6283,2275000,3.0,2,-33.8275335,18.6526846,,Houses,13
6284,2550000,3.0,2,-33.8275335,18.6526846,,Townhouses,14
6285,1100000,2.0,1,-33.8275335,18.6526846,,Flats/Apartments,6
6286,2095000,3.0,2,-33.8275335,18.6526846,,Townhouses,12
6287,3395000,4.0,3,-33.8275335,18.6526846,,Houses,19
6288,2590000,4.0,3,-33.8275335,18.6526846,,Townhouses,14
6289,2589000,4.0,3,-33.8275335,18.6526846,,Houses,14
6290,3595000,5.0,3,-33.8275335,18.6526846,,Houses,20
6291,2495000,1.0,1,-33.92487,18.4241,,Flats/Apartments,14
6292,8900000,2.0,2,-33.92487,18.4241,,Flats/Apartments,48
6293,1995000,5.0,2,-33.92487,18.4241,184.0,Houses,11
6294,7450000,3.0,2,-33.92487,18.4241,461.0,Property,41
6295,3000000,2.0,1,-33.92487,18.4241,78.0,Flats/Apartments,17
6296,5950000,4.0,3,-33.92487,18.4241,495.0,Houses,33
6298,7450000,2.0,2,-33.92487,18.4241,219.0,Townhouses,41
6303,3695000,3.0,3,-33.92487,18.4241,183.0,Houses,20
6305,7100000,3.0,2,-33.92487,18.4241,572.0,Houses,39
6306,7300000,3.0,3,-33.92487,18.4241,,Flats/Apartments,40
6308,3695000,4.0,3,-33.92487,18.4241,494.0,Houses,20
6309,7300000,4.0,2,-33.92487,18.4241,392.0,Houses,40
6310,410000,1.0,1,-33.92487,18.4241,38.0,Flats/Apartments,3
6311,750000,2.0,1,-33.92487,18.4241,,Flats/Apartments,5
6314,630000,2.0,1,-33.92487,18.4241,,Flats/Apartments,4
6315,850000,2.0,1,-33.92487,18.4241,58.0,Flats/Apartments,5
6316,2975000,1.0,1,-33.92487,18.4241,96.0,Flats/Apartments,17
6318,2650000,1.0,1,-33.92487,18.4241,,Flats/Apartments,15
6319,1650000,2.0,1,-33.92487,18.4241,174.0,Houses,9
6320,1980000,3.0,2,-33.92487,18.4241,128.0,Houses,11
6323,1290000,1.0,1,-33.92487,18.4241,,Flats/Apartments,7
6325,6950000,4.0,4,-33.92487,18.4241,560.0,Houses,38
6326,4295000,3.0,1,-33.92487,18.4241,363.0,Houses,24
6327,1450000,1.0,1,-33.92487,18.4241,,Flats/Apartments,8
6328,1885000,4.0,2,-33.92487,18.4241,,Flats/Apartments,11
6330,3950000,2.0,1,-33.92487,18.4241,,Flats/Apartments,22
6333,2295000,2.0,1,-33.92487,18.4241,,Flats/Apartments,13
6335,3650000,3.0,1,-33.92487,18.4241,280.0,Houses,20
6336,2695000,3.0,2,-33.92487,18.4241,,Houses,15
6338,3100000,2.0,2,-33.92487,18.4241,,Flats/Apartments,17
6339,2950000,2.0,1,-33.92487,18.4241,73.0,Flats/Apartments,16
6341,1795000,1.0,1,-33.92487,18.4241,68.0,Flats/Apartments,10
6342,7950000,2.0,2,-33.92487,18.4241,218.0,Townhouses,43
6343,6750000,3.0,3,-33.92487,18.4241,278.0,Houses,37
6345,1700000,4.0,2,-33.92487,18.4241,494.0,Houses,10
6347,2095000,3.0,3,-33.92487,18.4241,,Townhouses,12
6348,1400000,3.0,2,-33.92487,18.4241,336.0,Houses,8
6349,6500000,4.0,4,-33.92487,18.4241,296.0,Flats/Apartments,35
6350,380000,3.0,1,-33.92487,18.4241,162.0,Houses,3
